  jday   mon   day    yr    unit  gis_id  name            grzn        grzp        lab_min_p   act_sta_p       fertn            fertp            fixn             denit            act_nit_n        act_sta_n        org_lab_p        rsd_nitorg_n     rsd_laborg_p    no3atmo          nh4atmo          nuptake          puptake                gwsoiln          gwsoilp
   366    12    31  2020      92       0  hru0092        0.000       0.000       4.992      -6.206          109.941           22.016            0.000            0.000           23.151          -15.136            3.969            3.805            1.013           38.421            9.661          101.933           16.166            0.000            0.000
   366    12    31  2020      93       0  hru0093        0.000       0.000      -5.632      -9.165          131.372           12.289            0.000            1.467           12.177           -7.204            2.090            2.443            0.595           38.559            9.699          117.855           18.968            0.000            0.000
   366    12    31  2020      94       0  hru0094        0.000       0.000     -15.898     -14.319          131.372           12.289            0.000            0.605           10.585           -4.355            1.824            2.398            1.237           38.559            9.699          177.234           32.080            0.000            0.000
   366    12    31  2020      95       0  hru0095        0.000       0.000     -15.921     -13.264          131.372           12.289            0.000            0.711            9.919           -4.055            1.714            1.866            1.090           38.559            9.699          176.851           32.051            0.000            0.000
   366    12    31  2020      96       0  hru0096        0.000       0.000      -1.367      -8.069          117.708           23.045            0.000            0.332           11.439           -5.929            1.975            3.239            1.637           38.559            9.699          130.629           25.279            0.000            0.000
   366    12    31  2020      97       0  hru0097        0.000       0.000      -3.385      -8.611          117.708           23.045            0.000            0.054           12.413           -5.247            2.138            5.806            1.615           37.712            9.467          169.410           27.276            0.000            0.000
   366    12    31  2020      98       0  hru0098        0.000       0.000      -6.115      -7.818          117.708           23.045            0.000            0.389            9.869           -3.511            1.706            4.581            1.987           38.559            9.699          171.245           31.488            0.000            0.000
   366    12    31  2020      99       0  hru0099        0.000       0.000      -1.734      -6.868          187.754            6.746            0.000            3.247           13.037           -9.472            2.230            2.824            0.551           38.559            9.699           50.072            9.078            0.000            0.000
   366    12    31  2020     100       0  hru0100        0.000       0.000     -24.583     -19.287          187.754            6.746            0.000            0.159           21.150          -13.638            3.624            4.214            0.687           38.559            9.699          248.375           38.787            0.000            0.000
   366    12    31  2020     101       0  hru0101        0.000       0.000     -23.641     -18.369          187.754            6.746            0.000            0.114           10.012           -5.306            1.719            3.685            0.610           38.559            9.699          231.641           35.861            0.000            0.000
   366    12    31  2020     102       0  hru0102        0.000       0.000     -14.675     -15.629          121.948           11.831            0.000            0.000           21.967          -13.511            3.769            4.296            1.156           37.712            9.467          170.388           30.403            0.000            0.000
   366    12    31  2020     103       0  hru0103        0.000       0.000      -7.190      -8.717          100.358           17.169            0.000            0.656           11.764           -2.122            2.027           15.667            4.112           38.714            9.742          162.424           28.764            0.000            0.000
   366    12    31  2020     104       0  hru0104        0.000       0.000      -8.612     -10.699          136.875           17.169            0.000            0.023           12.611           -4.816            2.170            5.414            1.515           37.712            9.467          150.794           27.676            0.000            0.000
   366    12    31  2020     105       0  hru0105        0.000       0.000     -14.391     -11.624          136.875           17.169            0.000            0.281           10.295           -2.215            1.784            4.260            1.655           38.559            9.699          191.385           36.015            0.000            0.000
   366    12    31  2020     106       0  hru0106        0.000       0.000      -8.827      -9.249          136.875           17.169            0.000            1.357           10.907           -4.008            1.875            5.627            1.486           38.559            9.699          161.560           28.318            0.000            0.000
   366    12    31  2020     107       0  hru0107        0.000       0.000      -5.148      -9.217          114.537           20.051            0.000            0.065            6.101            1.279            1.064            3.709            1.829           38.505            9.684          161.605           26.290            0.000            0.000
   366    12    31  2020     108       0  hru0108        0.000       0.000       8.210      -2.468          184.382           68.593            0.000            0.000           15.243           14.640            2.843            3.648            1.874           38.413            9.659          160.990           27.441            0.000            0.000
   366    12    31  2020     109       0  hru0109        0.000       0.000      -7.474      -7.566          120.300           21.020            0.000            0.673            9.688           -3.044            1.678            5.294            2.239           38.232            9.610          169.098           32.136            0.000            0.000
   366    12    31  2020     110       0  hru0110        0.000       0.000     -10.377     -10.131            0.000            0.000            0.000            0.041            9.199           -2.816            1.563           24.994            4.431           38.232            9.610           78.570           16.312            0.000            0.000
